restaurant_id,name,capacity,type,id
156,156OUT01,8,OUTDOOR,199
156,156OUT02,8,OUTDOOR,200
156,156WIN01,8,WINDOW,201
156,156WIN02,8,WINDOW,202
157,157GEN01,8,GENERAL,203
157,157GEN02,8,GENERAL,204
157,157GEN03,8,GENERAL,205
157,157OUT01,8,OUTDOOR,206
157,157OUT02,8,OUTDOOR,207
157,157WIN01,8,WINDOW,208
157,157WIN02,8,WINDOW,209
158,158GEN01,8,GENERAL,210
158,158GEN02,8,GENERAL,211
158,158GEN03,8,GENERAL,212
158,158OUT01,8,OUTDOOR,213
158,158OUT02,8,OUTDOOR,214
158,158WIN01,8,WINDOW,215
158,158WIN02,8,WINDOW,216
159,159GEN01,8,GENERAL,217
159,159GEN02,8,GENERAL,218
159,159GEN03,8,GENERAL,219
159,159OUT01,8,OUTDOOR,220
159,159OUT02,8,OUTDOOR,221
159,159WIN01,8,WINDOW,222
159,159WIN02,8,WINDOW,223
160,160GEN01,8,GENERAL,224
160,160GEN02,8,GENERAL,225
160,160GEN03,8,GENERAL,226
160,160OUT01,8,OUTDOOR,227
160,160OUT02,8,OUTDOOR,228
201,201GEN01,8,GENERAL,229
201,201GEN02,8,GENERAL,230
201,201GEN03,8,GENERAL,231
201,201OUT01,8,OUTDOOR,232
201,201OUT02,8,OUTDOOR,233
201,201WIN01,8,WINDOW,234
201,201WIN02,8,WINDOW,235
202,202GEN01,8,GENERAL,236
202,202GEN02,8,GENERAL,237
202,202GEN03,8,GENERAL,238
203,203GEN01,8,GENERAL,239
203,203GEN02,8,GENERAL,240
203,203GEN03,8,GENERAL,241
203,203WIN01,8,WINDOW,242
203,203WIN02,8,WINDOW,243
204,204GEN01,8,GENERAL,244
204,204GEN02,8,GENERAL,245
204,204GEN03,8,GENERAL,246
205,205GEN01,8,GENERAL,247
205,205GEN02,8,GENERAL,248
205,205GEN03,8,GENERAL,249
205,205OUT01,8,OUTDOOR,250
205,205OUT02,8,OUTDOOR,251
205,205WIN01,8,WINDOW,252
205,205WIN02,8,WINDOW,253
206,206GEN01,8,GENERAL,254
206,206GEN02,8,GENERAL,255
206,206GEN03,8,GENERAL,256
206,206WIN01,8,WINDOW,257
206,206WIN02,8,WINDOW,258
207,207GEN01,8,GENERAL,259
207,207GEN02,8,GENERAL,260
207,207GEN03,8,GENERAL,261
207,207OUT01,8,OUTDOOR,262
207,207OUT02,8,OUTDOOR,263
208,208GEN01,8,GENERAL,264
208,208GEN02,8,GENERAL,265
208,208GEN03,8,GENERAL,266
208,208OUT01,8,OUTDOOR,267
208,208OUT02,8,OUTDOOR,268
208,208WIN01,8,WINDOW,269
208,208WIN02,8,WINDOW,270
209,209GEN01,8,GENERAL,271
209,209GEN02,8,GENERAL,272
209,209GEN03,8,GENERAL,273
209,209OUT01,8,OUTDOOR,274
209,209OUT02,8,OUTDOOR,275
209,209WIN01,8,WINDOW,276
209,209WIN02,8,WINDOW,277
210,210GEN01,8,GENERAL,278
210,210GEN02,8,GENERAL,279
210,210GEN03,8,GENERAL,280
210,210WIN01,8,WINDOW,281
210,210WIN02,8,WINDOW,282
251,251GEN01,8,GENERAL,283
251,251GEN02,8,GENERAL,284
251,251GEN03,8,GENERAL,285
251,251OUT01,8,OUTDOOR,286
251,251OUT02,8,OUTDOOR,287
251,251WIN01,8,WINDOW,288
251,251WIN02,8,WINDOW,289
252,252GEN01,8,GENERAL,290
252,252GEN02,8,GENERAL,291
252,252GEN03,8,GENERAL,292
252,252OUT01,8,OUTDOOR,293
252,252OUT02,8,OUTDOOR,294
252,252WIN01,8,WINDOW,295
252,252WIN02,8,WINDOW,296
253,253GEN01,8,GENERAL,297
253,253GEN02,8,GENERAL,298
253,253GEN03,8,GENERAL,299
253,253OUT01,8,OUTDOOR,300
253,253OUT02,8,OUTDOOR,301
254,254GEN01,8,GENERAL,302
254,254GEN02,8,GENERAL,303
254,254GEN03,8,GENERAL,304
254,254OUT01,8,OUTDOOR,305
254,254OUT02,8,OUTDOOR,306
255,255GEN01,8,GENERAL,307
255,255GEN02,8,GENERAL,308
255,255GEN03,8,GENERAL,309
255,255OUT01,8,OUTDOOR,310
255,255OUT02,8,OUTDOOR,311
255,255WIN01,8,WINDOW,312
255,255WIN02,8,WINDOW,313
256,256GEN01,8,GENERAL,314
256,256GEN02,8,GENERAL,315
256,256GEN03,8,GENERAL,316
256,256OUT01,8,OUTDOOR,317
256,256OUT02,8,OUTDOOR,318
256,256WIN01,8,WINDOW,319
256,256WIN02,8,WINDOW,320
257,257GEN01,8,GENERAL,321
257,257GEN02,8,GENERAL,322
257,257GEN03,8,GENERAL,323
257,257OUT01,8,OUTDOOR,324
257,257OUT02,8,OUTDOOR,325
257,257WIN01,8,WINDOW,326
257,257WIN02,8,WINDOW,327
258,258GEN01,8,GENERAL,328
258,258GEN02,8,GENERAL,329
258,258GEN03,8,GENERAL,330
259,259GEN01,8,GENERAL,331
259,259GEN02,8,GENERAL,332
259,259GEN03,8,GENERAL,333
260,260GEN01,8,GENERAL,334
260,260GEN02,8,GENERAL,335
260,260GEN03,8,GENERAL,336
260,260OUT01,8,OUTDOOR,337
260,260OUT02,8,OUTDOOR,338
260,260WIN01,8,WINDOW,339
260,260WIN02,8,WINDOW,340
301,301GEN01,8,GENERAL,341
301,301GEN02,8,GENERAL,342
301,301GEN03,8,GENERAL,343
301,301OUT01,8,OUTDOOR,344
301,301OUT02,8,OUTDOOR,345
302,302GEN01,8,GENERAL,346
302,302GEN02,8,GENERAL,347
302,302GEN03,8,GENERAL,348
302,302OUT01,8,OUTDOOR,349
302,302OUT02,8,OUTDOOR,350
302,302WIN01,8,WINDOW,351
302,302WIN02,8,WINDOW,352
303,303GEN01,8,GENERAL,353
303,303GEN02,8,GENERAL,354
303,303GEN03,8,GENERAL,355
303,303OUT01,8,OUTDOOR,356
303,303OUT02,8,OUTDOOR,357
304,304GEN01,8,GENERAL,358
304,304GEN02,8,GENERAL,359
304,304GEN03,8,GENERAL,360
304,304OUT01,8,OUTDOOR,361
304,304OUT02,8,OUTDOOR,362
304,304WIN01,8,WINDOW,363
304,304WIN02,8,WINDOW,364
305,305GEN01,8,GENERAL,365
305,305GEN02,8,GENERAL,366
305,305GEN03,8,GENERAL,367
305,305WIN01,8,WINDOW,368
305,305WIN02,8,WINDOW,369
306,306GEN01,8,GENERAL,370
306,306GEN02,8,GENERAL,371
306,306GEN03,8,GENERAL,372
306,306WIN01,8,WINDOW,373
306,306WIN02,8,WINDOW,374
307,307GEN01,8,GENERAL,375
307,307GEN02,8,GENERAL,376
307,307GEN03,8,GENERAL,377
307,307OUT01,8,OUTDOOR,378
307,307OUT02,8,OUTDOOR,379
307,307WIN01,8,WINDOW,380
307,307WIN02,8,WINDOW,381
308,308GEN01,8,GENERAL,382
308,308GEN02,8,GENERAL,383
308,308GEN03,8,GENERAL,384
308,308OUT01,8,OUTDOOR,385
308,308OUT02,8,OUTDOOR,386
308,308WIN01,8,WINDOW,387
308,308WIN02,8,WINDOW,388
309,309GEN01,8,GENERAL,389
309,309GEN02,8,GENERAL,390
309,309GEN03,8,GENERAL,391
309,309OUT01,8,OUTDOOR,392
309,309OUT02,8,OUTDOOR,393
310,310GEN01,8,GENERAL,394
310,310GEN02,8,GENERAL,395
310,310GEN03,8,GENERAL,396
310,310WIN01,8,WINDOW,397
310,310WIN02,8,WINDOW,398
351,351GEN01,8,GENERAL,399
351,351GEN02,8,GENERAL,400
351,351GEN03,8,GENERAL,401
351,351OUT01,8,OUTDOOR,402
351,351OUT02,8,OUTDOOR,403
351,351WIN01,8,WINDOW,404
351,351WIN02,8,WINDOW,405
352,352GEN01,8,GENERAL,406
352,352GEN02,8,GENERAL,407
352,352GEN03,8,GENERAL,408
352,352OUT01,8,OUTDOOR,409
352,352OUT02,8,OUTDOOR,410
352,352WIN01,8,WINDOW,411
352,352WIN02,8,WINDOW,412
353,353GEN01,8,GENERAL,413
353,353GEN02,8,GENERAL,414
353,353GEN03,8,GENERAL,415
353,353WIN01,8,WINDOW,416
353,353WIN02,8,WINDOW,417
354,354GEN01,8,GENERAL,418
354,354GEN02,8,GENERAL,419
354,354GEN03,8,GENERAL,420
354,354WIN01,8,WINDOW,421
354,354WIN02,8,WINDOW,422
355,355GEN01,8,GENERAL,423
355,355GEN02,8,GENERAL,424
355,355GEN03,8,GENERAL,425
355,355OUT01,8,OUTDOOR,426
355,355OUT02,8,OUTDOOR,427
355,355WIN01,8,WINDOW,428
355,355WIN02,8,WINDOW,429
356,356GEN01,8,GENERAL,430
356,356GEN02,8,GENERAL,431
356,356GEN03,8,GENERAL,432
356,356OUT01,8,OUTDOOR,433
356,356OUT02,8,OUTDOOR,434
357,357GEN01,8,GENERAL,435
357,357GEN02,8,GENERAL,436
357,357GEN03,8,GENERAL,437
357,357OUT01,8,OUTDOOR,438
357,357OUT02,8,OUTDOOR,439
357,357WIN01,8,WINDOW,440
357,357WIN02,8,WINDOW,441
358,358GEN01,8,GENERAL,442
358,358GEN02,8,GENERAL,443
358,358GEN03,8,GENERAL,444
358,358OUT01,8,OUTDOOR,445
358,358OUT02,8,OUTDOOR,446
358,358WIN01,8,WINDOW,447
358,358WIN02,8,WINDOW,448
359,359GEN01,8,GENERAL,449
359,359GEN02,8,GENERAL,450
359,359GEN03,8,GENERAL,451
359,359WIN01,8,WINDOW,452
359,359WIN02,8,WINDOW,453
360,360GEN01,8,GENERAL,454
360,360GEN02,8,GENERAL,455
360,360GEN03,8,GENERAL,456
360,360OUT01,8,OUTDOOR,457
360,360OUT02,8,OUTDOOR,458
360,360WIN01,8,WINDOW,459
360,360WIN02,8,WINDOW,460
401,401GEN01,8,GENERAL,461
401,401GEN02,8,GENERAL,462
401,401GEN03,8,GENERAL,463
401,401OUT01,8,OUTDOOR,464
401,401OUT02,8,OUTDOOR,465
401,401WIN01,8,WINDOW,466
401,401WIN02,8,WINDOW,467
402,402GEN01,8,GENERAL,468
402,402GEN02,8,GENERAL,469
402,402GEN03,8,GENERAL,470
402,402OUT01,8,OUTDOOR,471
402,402OUT02,8,OUTDOOR,472
402,402WIN01,8,WINDOW,473
402,402WIN02,8,WINDOW,474
403,403GEN01,8,GENERAL,475
403,403GEN02,8,GENERAL,476
403,403GEN03,8,GENERAL,477
403,403OUT01,8,OUTDOOR,478
403,403OUT02,8,OUTDOOR,479
403,403WIN01,8,WINDOW,480
403,403WIN02,8,WINDOW,481
404,404GEN01,8,GENERAL,482
404,404GEN02,8,GENERAL,483
404,404GEN03,8,GENERAL,484
405,405GEN01,8,GENERAL,485
405,405GEN02,8,GENERAL,486
405,405GEN03,8,GENERAL,487
405,405WIN01,8,WINDOW,488
405,405WIN02,8,WINDOW,489
406,406GEN01,8,GENERAL,490
406,406GEN02,8,GENERAL,491
406,406GEN03,8,GENERAL,492
406,406OUT01,8,OUTDOOR,493
406,406OUT02,8,OUTDOOR,494
406,406WIN01,8,WINDOW,495
406,406WIN02,8,WINDOW,496
407,407GEN01,8,GENERAL,497
407,407GEN02,8,GENERAL,498
407,407GEN03,8,GENERAL,499
407,407OUT01,8,OUTDOOR,500
407,407OUT02,8,OUTDOOR,501
407,407WIN01,8,WINDOW,502
407,407WIN02,8,WINDOW,503
408,408GEN01,8,GENERAL,504
408,408GEN02,8,GENERAL,505
408,408GEN03,8,GENERAL,506
408,408WIN01,8,WINDOW,507
408,408WIN02,8,WINDOW,508
409,409GEN01,8,GENERAL,509
409,409GEN02,8,GENERAL,510
409,409GEN03,8,GENERAL,511
409,409WIN01,8,WINDOW,512
409,409WIN02,8,WINDOW,513
410,410GEN01,8,GENERAL,514
410,410GEN02,8,GENERAL,515
410,410GEN03,8,GENERAL,516
410,410OUT01,8,OUTDOOR,517
410,410OUT02,8,OUTDOOR,518
410,410WIN01,8,WINDOW,519
410,410WIN02,8,WINDOW,520
451,451GEN01,8,GENERAL,521
451,451GEN02,8,GENERAL,522
451,451GEN03,8,GENERAL,523
451,451WIN01,8,WINDOW,524
451,451WIN02,8,WINDOW,525
452,452GEN01,8,GENERAL,526
452,452GEN02,8,GENERAL,527
452,452GEN03,8,GENERAL,528
452,452OUT01,8,OUTDOOR,529
452,452OUT02,8,OUTDOOR,530
452,452WIN01,8,WINDOW,531
452,452WIN02,8,WINDOW,532
453,453GEN01,8,GENERAL,533
453,453GEN02,8,GENERAL,534
453,453GEN03,8,GENERAL,535
453,453OUT01,8,OUTDOOR,536
453,453OUT02,8,OUTDOOR,537
453,453WIN01,8,WINDOW,538
453,453WIN02,8,WINDOW,539
454,454GEN01,8,GENERAL,540
454,454GEN02,8,GENERAL,541
454,454GEN03,8,GENERAL,542
455,455GEN01,8,GENERAL,543
455,455GEN02,8,GENERAL,544
455,455GEN03,8,GENERAL,545
455,455WIN01,8,WINDOW,546
455,455WIN02,8,WINDOW,547
456,456GEN01,8,GENERAL,548
456,456GEN02,8,GENERAL,549
456,456GEN03,8,GENERAL,550
456,456OUT01,8,OUTDOOR,551
456,456OUT02,8,OUTDOOR,552
456,456WIN01,8,WINDOW,553
456,456WIN02,8,WINDOW,554
457,457GEN01,8,GENERAL,555
457,457GEN02,8,GENERAL,556
457,457GEN03,8,GENERAL,557
458,458GEN01,8,GENERAL,558
458,458GEN02,8,GENERAL,559
458,458GEN03,8,GENERAL,560
458,458OUT01,8,OUTDOOR,561
458,458OUT02,8,OUTDOOR,562
458,458WIN01,8,WINDOW,563
458,458WIN02,8,WINDOW,564
459,459GEN01,8,GENERAL,565
459,459GEN02,8,GENERAL,566
459,459GEN03,8,GENERAL,567
460,460GEN01,8,GENERAL,568
460,460GEN02,8,GENERAL,569
460,460GEN03,8,GENERAL,570
460,460WIN01,8,WINDOW,571
460,460WIN02,8,WINDOW,572
501,501GEN01,8,GENERAL,573
501,501GEN02,8,GENERAL,574
501,501GEN03,8,GENERAL,575
501,501WIN01,8,WINDOW,576
501,501WIN02,8,WINDOW,577
502,502GEN01,8,GENERAL,578
502,502GEN02,8,GENERAL,579
502,502GEN03,8,GENERAL,580
502,502OUT01,8,OUTDOOR,581
502,502OUT02,8,OUTDOOR,582
503,503GEN01,8,GENERAL,583
503,503GEN02,8,GENERAL,584
503,503GEN03,8,GENERAL,585
503,503OUT01,8,OUTDOOR,586
503,503OUT02,8,OUTDOOR,587
503,503WIN01,8,WINDOW,588
503,503WIN02,8,WINDOW,589
504,504GEN01,8,GENERAL,590
504,504GEN02,8,GENERAL,591
504,504GEN03,8,GENERAL,592
505,505GEN01,8,GENERAL,593
505,505GEN02,8,GENERAL,594
505,505GEN03,8,GENERAL,595
505,505OUT01,8,OUTDOOR,596
505,505OUT02,8,OUTDOOR,597
506,506GEN01,8,GENERAL,598
506,506GEN02,8,GENERAL,599
506,506GEN03,8,GENERAL,600
506,506OUT01,8,OUTDOOR,601
506,506OUT02,8,OUTDOOR,602
506,506WIN01,8,WINDOW,603
506,506WIN02,8,WINDOW,604
507,507GEN01,8,GENERAL,605
507,507GEN02,8,GENERAL,606
507,507GEN03,8,GENERAL,607
507,507OUT01,8,OUTDOOR,608
507,507OUT02,8,OUTDOOR,609
507,507WIN01,8,WINDOW,610
507,507WIN02,8,WINDOW,611
508,508GEN01,8,GENERAL,612
508,508GEN02,8,GENERAL,613
508,508GEN03,8,GENERAL,614
508,508OUT01,8,OUTDOOR,615
508,508OUT02,8,OUTDOOR,616
509,509GEN01,8,GENERAL,617
509,509GEN02,8,GENERAL,618
509,509GEN03,8,GENERAL,619
509,509OUT01,8,OUTDOOR,620
509,509OUT02,8,OUTDOOR,621
509,509WIN01,8,WINDOW,622
509,509WIN02,8,WINDOW,623
510,510GEN01,8,GENERAL,624
510,510GEN02,8,GENERAL,625
510,510GEN03,8,GENERAL,626
510,510OUT01,8,OUTDOOR,627
510,510OUT02,8,OUTDOOR,628
510,510WIN01,8,WINDOW,629
510,510WIN02,8,WINDOW,630
551,551GEN01,8,GENERAL,631
551,551GEN02,8,GENERAL,632
551,551GEN03,8,GENERAL,633
551,551OUT01,8,OUTDOOR,634
551,551OUT02,8,OUTDOOR,635
552,552GEN01,8,GENERAL,636
552,552GEN02,8,GENERAL,637
552,552GEN03,8,GENERAL,638
552,552OUT01,8,OUTDOOR,639
552,552OUT02,8,OUTDOOR,640
553,553GEN01,8,GENERAL,641
553,553GEN02,8,GENERAL,642
553,553GEN03,8,GENERAL,643
554,554GEN01,8,GENERAL,644
554,554GEN02,8,GENERAL,645
554,554GEN03,8,GENERAL,646
554,554OUT01,8,OUTDOOR,647
554,554OUT02,8,OUTDOOR,648
554,554WIN01,8,WINDOW,649
554,554WIN02,8,WINDOW,650
555,555GEN01,8,GENERAL,651
555,555GEN02,8,GENERAL,652
555,555GEN03,8,GENERAL,653
555,555OUT01,8,OUTDOOR,654
555,555OUT02,8,OUTDOOR,655
555,555WIN01,8,WINDOW,656
555,555WIN02,8,WINDOW,657
556,556GEN01,8,GENERAL,658
556,556GEN02,8,GENERAL,659
556,556GEN03,8,GENERAL,660
556,556WIN01,8,WINDOW,661
556,556WIN02,8,WINDOW,662
557,557GEN01,8,GENERAL,663
557,557GEN02,8,GENERAL,664
557,557GEN03,8,GENERAL,665
557,557OUT01,8,OUTDOOR,666
557,557OUT02,8,OUTDOOR,667
557,557WIN01,8,WINDOW,668
557,557WIN02,8,WINDOW,669
558,558GEN01,8,GENERAL,670
558,558GEN02,8,GENERAL,671
558,558GEN03,8,GENERAL,672
559,559GEN01,8,GENERAL,673
559,559GEN02,8,GENERAL,674
559,559GEN03,8,GENERAL,675
559,559WIN01,8,WINDOW,676
559,559WIN02,8,WINDOW,677
560,560GEN01,8,GENERAL,678
560,560GEN02,8,GENERAL,679
560,560GEN03,8,GENERAL,680
560,560WIN01,8,WINDOW,681
560,560WIN02,8,WINDOW,682
601,601GEN01,8,GENERAL,683
601,601GEN02,8,GENERAL,684
601,601GEN03,8,GENERAL,685
601,601OUT01,8,OUTDOOR,686
601,601OUT02,8,OUTDOOR,687
601,601WIN01,8,WINDOW,688
601,601WIN02,8,WINDOW,689
602,602GEN01,8,GENERAL,690
602,602GEN02,8,GENERAL,691
602,602GEN03,8,GENERAL,692
602,602WIN01,8,WINDOW,693
602,602WIN02,8,WINDOW,694
603,603GEN01,8,GENERAL,695
603,603GEN02,8,GENERAL,696
603,603GEN03,8,GENERAL,697
603,603OUT01,8,OUTDOOR,698
603,603OUT02,8,OUTDOOR,699
603,603WIN01,8,WINDOW,700
603,603WIN02,8,WINDOW,701
604,604GEN01,8,GENERAL,702
604,604GEN02,8,GENERAL,703
604,604GEN03,8,GENERAL,704
604,604OUT01,8,OUTDOOR,705
604,604OUT02,8,OUTDOOR,706
605,605GEN01,8,GENERAL,707
605,605GEN02,8,GENERAL,708
605,605GEN03,8,GENERAL,709
605,605OUT01,8,OUTDOOR,710
605,605OUT02,8,OUTDOOR,711
605,605WIN01,8,WINDOW,712
605,605WIN02,8,WINDOW,713
606,606GEN01,8,GENERAL,714
606,606GEN02,8,GENERAL,715
606,606GEN03,8,GENERAL,716
606,606OUT01,8,OUTDOOR,717
606,606OUT02,8,OUTDOOR,718
606,606WIN01,8,WINDOW,719
606,606WIN02,8,WINDOW,720
607,607GEN01,8,GENERAL,721
607,607GEN02,8,GENERAL,722
607,607GEN03,8,GENERAL,723
607,607OUT01,8,OUTDOOR,724
607,607OUT02,8,OUTDOOR,725
608,608GEN01,8,GENERAL,726
608,608GEN02,8,GENERAL,727
608,608GEN03,8,GENERAL,728
608,608WIN01,8,WINDOW,729
608,608WIN02,8,WINDOW,730
609,609GEN01,8,GENERAL,731
609,609GEN02,8,GENERAL,732
609,609GEN03,8,GENERAL,733
609,609OUT01,8,OUTDOOR,734
609,609OUT02,8,OUTDOOR,735
609,609WIN01,8,WINDOW,736
609,609WIN02,8,WINDOW,737
610,610GEN01,8,GENERAL,738
610,610GEN02,8,GENERAL,739
610,610GEN03,8,GENERAL,740
610,610OUT01,8,OUTDOOR,741
610,610OUT02,8,OUTDOOR,742
610,610WIN01,8,WINDOW,743
610,610WIN02,8,WINDOW,744
651,651GEN01,8,GENERAL,745
651,651GEN02,8,GENERAL,746
651,651GEN03,8,GENERAL,747
651,651OUT01,8,OUTDOOR,748
651,651OUT02,8,OUTDOOR,749
651,651WIN01,8,WINDOW,750
651,651WIN02,8,WINDOW,751
652,652GEN01,8,GENERAL,752
652,652GEN02,8,GENERAL,753
652,652GEN03,8,GENERAL,754
652,652OUT01,8,OUTDOOR,755
652,652OUT02,8,OUTDOOR,756
